State code,State,Municipality code,Municipality,Population 2015,Population 2016,Population 2017,Population 2018,Population 2019,Cases 2015,Cases 2016,Cases 2017,Cases 2018,Cases 2019
44,La Guajira,44420,La Jagua del Pilar,3086,3204,3323,3498,3686,0,2,1,0,5
44,La Guajira,44430,Maicao,151660,156729,162601,170582,178832,44,8,28,266,228
44,La Guajira,44560,Manaure,63883,69021,75878,83072,88881,9,1,8,57,24
44,La Guajira,44650,San Juan del Cesar,42864,44149,45410,46953,48387,97,50,6,122,61
44,La Guajira,44847,Uribia,143102,149698,156559,163462,177815,11,10,80,171,113
44,La Guajira,44855,Urumita,13738,12309,11233,10985,11114,29,3,0,26,5
44,La Guajira,44874,Villanueva,29284,28489,27788,28346,28816,143,17,4,28,91
47,Magdalena,47001,Santa Marta,466106,472725,482113,499192,521239,270,117,55,947,695
47,Magdalena,47030,Algarrobo,13482,14134,14806,15511,16194,1,0,0,21,23
47,Magdalena,47053,Aracataca,39143,39318,39354,39857,40726,17,3,2,81,202
47,Magdalena,47058,Ariguaní,31212,30609,30040,30218,31077,10,14,3,130,307
47,Magdalena,47161,Cerro de San Antonio,9469,9549,9654,9890,9885,0,1,0,0,14
47,Magdalena,47170,Chivolo,19698,20625,21202,21862,22715,15,2,0,5,267
47,Magdalena,47189,Ciénaga,114444,115667,117133,120071,122285,101,20,4,48,216
47,Magdalena,47205,Concordia,10361,10339,10326,10505,10908,2,0,1,1,8
47,Magdalena,47245,El Banco,62552,63151,63844,65457,67811,101,67,5,7,93
47,Magdalena,47258,El Piñón,21700,21868,22022,22530,23400,74,2,0,0,30
47,Magdalena,47268,El Retén,18748,18957,19179,19697,20455,2,2,0,53,12
47,Magdalena,47288,Fundación,61951,63120,64411,66433,68681,232,102,4,631,102
47,Magdalena,47318,Guamal,26818,26729,26480,26620,27345,305,35,15,6,136
47,Magdalena,47460,Nueva Granada,18828,19018,19196,19663,20485,4,0,0,75,224
47,Magdalena,47541,Pedraza,8994,9038,9066,9196,9225,1,1,0,0,0
47,Magdalena,47545,Pijiño del Carmen,11962,11889,11888,12093,12548,12,2,0,2,32
47,Magdalena,47551,Pivijay,38508,37951,37260,37341,38203,86,9,5,11,83
47,Magdalena,47555,Plato,59336,59847,60427,61766,63026,56,17,0,18,434
47,Magdalena,47570,Puebloviejo,28133,28601,29030,29824,31151,4,2,0,1,21
47,Magdalena,47605,Remolino,10945,11040,11166,11445,11702,1,1,0,0,1
47,Magdalena,47660,Sabanas de San Ángel,15776,15582,15448,15644,16247,13,4,0,44,20
47,Magdalena,47675,Salamina,10414,10480,10535,10733,11043,24,0,0,1,3
47,Magdalena,47692,San Sebastián de Buenavista,19746,19580,19359,19523,20171,6,86,43,2,121
47,Magdalena,47703,San Zenón,11417,11454,11474,11681,12104,14,22,0,4,17
47,Magdalena,47707,Santa Ana,25642,25632,25432,25438,25750,105,16,2,2,181
47,Magdalena,47720,Santa Bárbara de Pinto,10105,10210,10323,10575,10977,10,1,1,0,3
47,Magdalena,47745,Sitionuevo,26162,26330,26530,27128,28254,3,3,0,5,2
47,Magdalena,47798,Tenerife,13579,13512,13286,13236,13354,13,2,1,5,147
47,Magdalena,47960,Zapayán,9540,9612,9684,9895,10293,0,0,0,4,29
47,Magdalena,47980,Zona Bananera,67071,67377,67523,68722,71578,9,6,3,18,207
50,Meta,50001,Villavicencio,504622,512787,521409,531275,538824,2088,1320,556,2276,8258
50,Meta,50006,Acacías,76622,80221,84253,88023,90124,742,297,148,628,1574
50,Meta,50110,Barranca de Upía,5087,5516,6018,6440,6513,27,17,2,96,139
50,Meta,50124,Cabuyaro,5392,5707,5908,6062,6130,26,5,9,12,102
50,Meta,50150,Castilla La Nueva,10763,11696,12945,14300,15186,237,87,26,80,410
50,Meta,50223,Cubarral,6935,6875,6875,6963,7019,107,7,5,15,223
50,Meta,50226,Cumaral,22231,22306,22464,22831,23014,120,48,8,71,503
50,Meta,50245,El Calvario,2554,2296,1975,1776,1696,0,0,0,1,0
50,Meta,50251,El Castillo,8297,8312,8172,7977,7619,10,46,59,16,124
50,Meta,50270,El Dorado,3804,3781,3807,3888,3932,34,12,17,3,97
50,Meta,50287,Fuente de Oro,12148,11934,11943,12129,12266,201,24,32,46,277
50,Meta,50313,Granada,65240,66384,67556,68876,69770,535,140,44,257,1096
50,Meta,50318,Guamal,13257,13497,13797,14119,14298,62,35,16,149,304
50,Meta,50325,Mapiripán,6728,6726,6827,7007,7086,22,9,0,14,23
50,Meta,50330,Mesetas,10291,10555,10839,11159,10706,92,5,2,14,296
50,Meta,50350,La Macarena,19061,23092,25417,26890,27534,44,83,20,63,58
50,Meta,50370,Uribe,9262,9102,9114,9284,9388,72,9,1,18,63
50,Meta,50400,Lejanías,12434,12234,11792,11463,11256,119,31,9,9,150
50,Meta,50450,Puerto Concordia,7849,7989,8164,8390,8484,16,9,4,26,152
50,Meta,50568,Puerto Gaitán,27670,33585,38592,41513,42677,316,63,31,33,429
50,Meta,50573,Puerto López,34259,32222,30815,30399,30301,542,100,124,223,759
50,Meta,50577,Puerto Lleras,12133,11133,10554,10423,10359,52,11,3,8,125
50,Meta,50590,Puerto Rico,12155,12433,12722,13061,12918,71,41,11,109,234
50,Meta,50606,Restrepo,17119,17464,17845,18268,18474,152,25,27,48,261
50,Meta,50680,San Carlos de Guaroa,10161,10943,11718,12296,12598,172,32,19,177,119
50,Meta,50683,San Juan de Arama,9301,9354,9244,9118,8948,22,9,8,24,182
50,Meta,50686,San Juanito,2008,1692,1434,1307,1266,1,1,0,0,3
50,Meta,50689,San Martín,29109,28087,27075,26707,26571,130,55,50,65,953
50,Meta,50711,Vistahermosa,16398,16827,17279,17778,17168,113,34,26,38,357
52,Nariño,52001,Pasto,396389,393609,391890,392930,392748,3,10,0,1,8
52,Nariño,52019,Albán,13647,11481,10167,9642,9443,0,1,0,0,0
52,Nariño,52022,Aldana,7364,7351,7341,7392,7375,0,0,0,0,0
52,Nariño,52036,Ancuyá,9349,9126,8907,8801,8678,3,8,0,0,0
52,Nariño,52051,Arboleda,8444,8410,8383,8443,8431,1,0,1,0,0
52,Nariño,52079,Barbacoas,45266,50859,54061,55633,56195,11,11,19,15,17
52,Nariño,52083,Belén,6293,6300,6286,6322,6311,1,0,0,0,1
52,Nariño,52110,Buesaco,23966,23774,23736,23908,23909,0,0,0,0,0
52,Nariño,52203,Colón,10010,9348,8802,8526,8403,0,1,0,0,0
52,Nariño,52207,Consacá,13671,13659,13680,13784,13761,0,1,0,0,0
52,Nariño,52210,Contadero,7256,7218,7230,7270,7252,0,0,0,0,0
52,Nariño,52215,Córdoba,15673,15515,15439,15516,15496,2,1,0,1,1
52,Nariño,52224,Cuaspúd,9234,9155,9144,9201,9199,0,0,0,0,0
52,Nariño,52227,Cumbal,33928,35393,36273,36864,36975,0,0,0,1,0
52,Nariño,52233,Cumbitara,6695,6428,6137,5948,5843,1,2,0,0,1
52,Nariño,52240,Chachagüí,15333,15288,15267,15354,15328,2,1,0,1,0
52,Nariño,52250,El Charco,24075,22914,22492,22505,22528,16,3,3,3,12
52,Nariño,52254,El Peñol,7472,7420,7391,7446,7443,0,5,0,1,3
52,Nariño,52256,El Rosario,12251,12196,12193,12280,12169,4,1,0,5,0
52,Nariño,52258,El Tablón de Gómez,15097,14594,14342,14342,14296,3,3,0,0,0
52,Nariño,52260,El Tambo,15094,14828,14527,14283,13986,0,3,0,0,1
52,Nariño,52287,Funes,7684,7510,7302,7222,7168,0,0,0,0,0
52,Nariño,52317,Guachucal,19587,19474,19395,19450,19387,0,0,0,0,0
52,Nariño,52320,Guaitarilla,13895,12743,11914,11582,11422,0,0,0,0,0
52,Nariño,52323,Gualmatán,6909,6972,7012,7057,7049,0,0,0,0,0
52,Nariño,52352,Iles,7895,7725,7635,7662,7646,0,0,1,0,0
52,Nariño,52354,Imués,8491,8164,7862,7657,7530,0,0,0,0,0
52,Nariño,52356,Ipiales,116126,115792,115671,116136,115992,3,3,2,5,5
52,Nariño,52378,La Cruz,19133,18906,18749,18754,18697,0,2,1,0,0
52,Nariño,52381,La Florida,11713,10968,10361,10104,9985,0,1,0,0,0
52,Nariño,52385,La Llanada,6257,6403,6442,6492,6481,0,2,0,0,0
52,Nariño,52390,La Tola,7265,7155,7281,7411,7441,1,1,1,0,0
52,Nariño,52399,La Unión,31890,31702,31679,31858,31803,5,5,1,2,1
52,Nariño,52405,Leiva,11489,10666,10039,9768,9653,19,12,2,1,1
52,Nariño,52411,Linares,11994,11144,10530,10236,10098,0,1,0,0,1
52,Nariño,52418,Los Andes,12619,11015,9965,9547,9376,2,2,0,0,2
52,Nariño,52427,Magüí,18516,20967,23255,24705,25214,0,2,1,1,35
52,Nariño,52435,Mallama,9017,8968,8936,8976,8960,2,1,0,0,1
52,Nariño,52473,Mosquera,10730,11197,11653,11984,12283,3,8,1,0,6
52,Nariño,52480,Nariño,4395,4348,4354,4364,4355,2,7,3,6,8
52,Nariño,52490,Olaya Herrera,26335,25725,25398,25358,25282,6,9,2,1,14
52,Nariño,52506,Ospina,8149,7607,7239,7105,7039,0,0,0,0,0
52,Nariño,52520,Francisco Pizarro,14107,14068,14079,14193,14176,1,1,1,0,27
52,Nariño,52540,Policarpa,10699,10310,10010,9897,9827,0,9,0,0,3
52,Nariño,52560,Potosí,13366,12044,10938,10414,10197,0,0,2,0,0
52,Nariño,52565,Providencia,5812,5627,5561,5572,5562,1,1,0,0,0
52,Nariño,52573,Puerres,9795,9316,8840,8581,8450,0,2,0,0,0
52,Nariño,52585,Pupiales,19634,18558,17790,17491,17334,0,0,0,0,0
52,Nariño,52612,Ricaurte,17746,18262,18976,19631,19885,6,3,0,0,4
52,Nariño,52621,Roberto Payán,12590,12588,12595,12667,12681,0,2,0,1,6
52,Nariño,52678,Samaniego,41875,36782,31978,29414,28380,10,21,2,5,24
52,Nariño,52683,Sandoná,25478,23917,22019,20773,20184,0,2,0,0,1
52,Nariño,52685,San Bernardo,9533,9267,9186,9202,9186,0,0,0,0,0
52,Nariño,52687,San Lorenzo,19143,18671,18474,18473,18435,1,8,0,0,2
52,Nariño,52693,San Pablo,16475,16125,15736,15389,15034,2,0,0,0,0
52,Nariño,52694,San Pedro de Cartago,6817,6803,6784,6843,6831,0,0,0,0,0
52,Nariño,52696,Santa Bárbara,13511,13406,13363,13427,13331,15,1,0,1,0
52,Nariño,52699,Santacruz,10789,10744,10725,10796,10939,0,0,0,0,2
52,Nariño,52720,Sapuyes,7947,7676,7449,7346,7277,0,0,0,0,1
52,Nariño,52786,Taminango,17778,17709,17728,17854,17866,86,107,1,19,2
52,Nariño,52788,Tangua,13410,13392,13422,13507,13397,1,0,0,0,0
52,Nariño,52835,San Andrés de Tumaco,211605,232767,246473,253637,255783,182,240,79,99,377
52,Nariño,52838,Túquerres,45198,44794,44565,44729,44650,2,0,0,1,2
52,Nariño,52885,Yacuanquer,10807,10827,10872,10938,10946,0,0,0,0,0
54,Norte de Santander,54001,Cúcuta,663508,671830,683875,711715,749197,2071,995,416,2687,3569
54,Norte de Santander,54003,Ábrego,33228,32204,31347,31786,33003,82,214,51,33,107
54,Norte de Santander,54051,Arboledas,9432,9350,9337,9605,9860,11,6,0,2,13
54,Norte de Santander,54099,Bochalema,7602,7681,7792,8105,8529,30,23,10,6,79
54,Norte de Santander,54109,Bucarasica,5868,5942,6013,6248,6472,3,1,1,1,7
54,Norte de Santander,54125,Cácota,2843,2804,2758,2781,2855,1,0,0,0,0
54,Norte de Santander,54128,Cáchira,11672,11422,11050,10995,11096,2,0,1,2,4
54,Norte de Santander,54172,Chinácota,16120,16309,16594,17263,18176,55,62,3,21,182
54,Norte de Santander,54174,Chitagá,10832,10961,11136,11564,12042,0,2,0,0,0
54,Norte de Santander,54206,Convención,16927,17307,17691,18463,19131,77,132,52,40,185
54,Norte de Santander,54223,Cucutilla,8780,8322,7995,8095,8307,2,0,0,0,4
54,Norte de Santander,54239,Durania,4427,4421,4414,4541,4693,2,3,2,2,20
54,Norte de Santander,54245,El Carmen,12625,12606,12687,13144,13648,193,32,13,28,158
54,Norte de Santander,54250,El Tarra,17849,18483,19103,20093,21145,13,28,40,35,49
54,Norte de Santander,54261,El Zulia,24645,25062,25598,26700,28240,208,68,28,123,250
54,Norte de Santander,54313,Gramalote,7552,7319,7160,7295,7524,4,0,0,2,2
54,Norte de Santander,54344,Hacarí,9426,9517,9629,9998,10342,47,42,23,27,28
54,Norte de Santander,54347,Herrán,5414,5869,6291,6755,7087,0,0,0,0,0
54,Norte de Santander,54377,Labateca,6447,6301,6184,6268,6443,1,0,1,6,8
54,Norte de Santander,54385,La Esperanza,10684,10806,10944,11358,11941,8,2,18,62,52
54,Norte de Santander,54398,La Playa,7106,7200,7298,7582,7821,5,30,7,8,22
54,Norte de Santander,54405,Los Patios,80147,82532,85043,89091,93754,208,133,82,453,434
54,Norte de Santander,54418,Lourdes,4069,3961,3886,3954,4091,6,4,0,1,0
54,Norte de Santander,54480,Mutiscua,3888,3949,4006,4163,4373,1,0,0,0,0
54,Norte de Santander,54498,Ocaña,108454,111061,113488,118273,124603,391,423,151,181,554
54,Norte de Santander,54518,Pamplona,48403,48438,48627,50025,52240,3,4,1,0,3
54,Norte de Santander,54520,Pamplonita,5040,5097,5200,5402,5628,2,0,1,2,0
54,Norte de Santander,54553,Puerto Santander,8000,8052,8168,8502,8938,14,7,6,42,43
54,Norte de Santander,54599,Ragonvalia,5866,5779,5736,5899,6149,2,1,1,1,6
54,Norte de Santander,54660,Salazar,10378,10205,10037,10205,10501,22,18,1,8,14
54,Norte de Santander,54670,San Calixto,11307,11410,11563,12011,12127,5,17,4,3,23
54,Norte de Santander,54673,San Cayetano,5564,5875,6380,6978,7442,20,4,4,23,43
54,Norte de Santander,54680,Santiago,3094,3156,3206,3361,3537,13,4,4,10,8
54,Norte de Santander,54720,Sardinata,23589,23854,24217,25142,26100,41,35,8,72,57
54,Norte de Santander,54743,Silos,5766,5844,5926,6162,6380,0,0,0,0,0
54,Norte de Santander,54800,Teorama,15245,15389,15582,16193,17040,37,94,42,45,175
54,Norte de Santander,54810,Tibú,42771,46454,49951,53586,56510,333,142,48,100,73
54,Norte de Santander,54820,Toledo,16282,15526,15134,15440,15937,7,4,20,26,43
54,Norte de Santander,54871,Villa Caro,5315,5060,4907,4996,5172,0,1,0,1,10
54,Norte de Santander,54874,Villa del Rosario,95390,96528,98117,101952,107288,324,142,147,799,392
63,Quindio,63001,Armenia,295805,296368,296246,295208,300194,1772,1352,293,233,175
63,Quindio,63111,Buenavista,3060,3073,3082,3095,3107,12,9,0,2,3
63,Quindio,63130,Calarcá,73446,73404,73178,72783,73872,448,364,45,39,27
63,Quindio,63190,Circasia,27998,28124,28169,28162,28631,154,304,31,13,33
63,Quindio,63212,Córdoba,5709,5698,5685,5642,5687,178,32,31,23,12
63,Quindio,63272,Filandia,12252,12212,12139,12066,12154,10,23,6,10,6
63,Quindio,63302,Génova,8823,8250,7791,7516,7455,17,9,11,20,27
63,Quindio,63401,La Tebaida,33631,33648,33597,33451,34172,290,81,34,29,121
63,Quindio,63470,Montenegro,38967,38007,37240,36751,37127,221,264,81,38,18
63,Quindio,63548,Pijao,6302,5911,5490,5219,5146,7,5,1,0,6
63,Quindio,63594,Quimbaya,33333,32403,31436,30751,30911,589,104,44,47,76
63,Quindio,63690,Salento,8097,8621,9036,9260,9399,5,5,5,1,2
66,Risaralda,66001,Pereira,475033,471873,468576,467269,472406,639,1272,65,58,180
66,Risaralda,66045,Apía,12940,12745,12537,12406,12276,0,1,0,0,0
66,Risaralda,66075,Balboa,6443,6440,6410,6423,6348,61,39,8,13,15
66,Risaralda,66088,Belén de Umbría,25341,25152,24833,24690,24660,66,181,18,9,33
66,Risaralda,66170,Dosquebradas,207239,212555,215575,217178,220771,280,918,42,23,59
66,Risaralda,66318,Guática,12585,12465,12274,12158,12108,0,3,0,0,0
66,Risaralda,66383,La Celia,7736,7674,7571,7514,7448,1,187,0,1,3
66,Risaralda,66400,La Virginia,30820,29656,28606,27923,27916,274,104,27,61,160
66,Risaralda,66440,Marsella,18738,18053,17347,16940,16782,25,90,3,0,2
66,Risaralda,66456,Mistrató,14557,15336,16232,16950,17110,9,10,0,1,3
66,Risaralda,66572,Pueblo Rico,13602,14473,15423,16156,16309,5,6,0,0,2
66,Risaralda,66594,Quinchía,28327,28036,27572,27292,27235,3,12,3,0,1
66,Risaralda,66682,Santa Rosa de Cabal,79154,78664,78109,77838,78636,14,68,4,1,23
66,Risaralda,66687,Santuario,14610,13608,12942,12664,12506,6,18,6,0,3
68,Santander,68001,Bucaramanga,571262,572603,574434,581130,595635,2594,2097,372,601,2525
68,Santander,68013,Aguada,2056,1961,1870,1855,1858,0,2,1,0,0
68,Santander,68020,Albania,4057,4043,4084,4129,4242,0,0,0,1,0
68,Santander,68051,Aratoca,8170,8152,8147,8229,8368,12,14,5,0,3
68,Santander,68077,Barbosa,29135,29747,30361,31050,31940,19,161,22,7,291
68,Santander,68079,Barichara,8908,9646,10150,10486,10674,29,81,2,22,8
68,Santander,68081,Barrancabermeja,204391,203380,202587,203537,207494,544,216,107,148,768
68,Santander,68092,Betulia,5800,5852,5872,5941,6003,3,3,3,0,3
68,Santander,68101,Bolívar,13018,12476,11746,11287,11073,13,4,2,2,19
68,Santander,68121,Cabrera,1838,1855,1879,1937,1983,3,3,0,1,0
68,Santander,68132,California,1938,2004,2065,2130,2186,1,0,0,0,0
68,Santander,68147,Capitanejo,6335,6053,5704,5505,5479,27,14,4,13,250
68,Santander,68152,Carcasí,4895,4555,4349,4292,4263,3,3,1,0,0
68,Santander,68160,Cepitá,2073,2069,2038,2015,2018,9,15,2,0,2
68,Santander,68162,Cerrito,6869,6753,6687,6729,6838,1,7,1,1,0
68,Santander,68167,Charalá,12413,12363,12284,12270,12256,37,86,6,11,16
68,Santander,68169,Charta,3187,3051,2932,2888,2883,3,4,1,0,1
68,Santander,68176,Chima,3253,3103,2951,2875,2865,7,1,3,3,11
68,Santander,68179,Chipatá,5201,5153,5065,5075,5084,0,1,0,0,0
68,Santander,68190,Cimitarra,33255,32989,32770,32947,33750,100,84,27,37,539
68,Santander,68207,Concepción,6133,5993,5814,5738,5738,4,1,0,0,5
68,Santander,68209,Confines,3058,3090,3115,3159,3233,4,6,12,6,12
68,Santander,68211,Contratación,4223,4031,3812,3679,3683,28,39,4,6,13
68,Santander,68217,Coromoro,5920,5474,5120,5015,5009,1,11,22,7,2
68,Santander,68229,Curití,12433,12501,12543,12717,13028,16,22,2,8,7
68,Santander,68235,El Carmen de Chucurí,18343,19452,20280,20916,21415,13,34,10,65,166
68,Santander,68245,El Guacamayo,2479,2409,2274,2167,2119,4,3,1,0,2
68,Santander,68250,El Peñón,5256,5248,5246,5279,5405,1,1,1,0,44
68,Santander,68255,El Playón,14216,13978,13730,13713,13882,62,71,47,127,77
68,Santander,68264,Encino,2755,2653,2567,2552,2567,0,0,0,0,1
68,Santander,68266,Enciso,4017,3799,3569,3461,3444,77,29,1,0,6
68,Santander,68271,Florián,6156,5912,5656,5562,5569,0,1,1,0,1
68,Santander,68276,Floridablanca,284834,286111,287805,291935,300730,1276,1371,395,348,1300
68,Santander,68296,Galán,3015,2958,2907,2886,2883,3,10,1,1,6
68,Santander,68298,Gámbita,4141,4111,4041,4021,4008,5,5,3,0,1
68,Santander,68307,Girón,154246,155400,157011,160403,166843,727,462,160,178,654
68,Santander,68318,Guaca,6432,6244,6031,5916,5900,4,6,2,2,1
68,Santander,68320,Guadalupe,5429,5028,4665,4511,4473,6,9,1,0,4
68,Santander,68322,Guapotá,2405,2382,2362,2375,2394,1,1,1,0,31
68,Santander,68324,Guavatá,4578,4464,4302,4230,4200,0,0,0,0,1
68,Santander,68327,Güepsa,4952,4998,5034,5114,5222,2,1,1,0,18
68,Santander,68344,Hato,2314,2306,2301,2328,2349,4,2,0,1,1
68,Santander,68368,Jesús María,3396,3388,3337,3342,3337,0,3,3,1,7
68,Santander,68370,Jordán,1313,1322,1322,1314,1325,1,0,0,1,3
68,Santander,68377,La Belleza,6868,6642,6340,6198,6174,2,6,1,0,26
68,Santander,68385,Landázuri,11979,11013,10487,10384,10482,112,11,2,0,109
68,Santander,68397,La Paz,5450,5248,5041,4953,4921,1,0,0,0,2
68,Santander,68406,Lebrija,38601,39702,40684,41835,43145,440,213,64,37,296
68,Santander,68418,Los Santos,12068,12743,13439,14106,14485,45,25,14,6,17
68,Santander,68425,Macaravita,2614,2473,2280,2171,2125,1,0,0,2,0
68,Santander,68432,Málaga,20444,20519,20659,20945,21339,4,9,4,1,5
68,Santander,68444,Matanza,4933,4927,4930,4976,4999,7,19,15,1,13
68,Santander,68464,Mogotes,11166,10871,10577,10527,10576,1,10,1,1,3
68,Santander,68468,Molagavita,5040,4614,4256,4137,4105,0,0,1,0,0
68,Santander,68498,Ocamonte,5357,5451,5563,5661,5740,7,3,4,1,4
68,Santander,68500,Oiba,10664,10664,10684,10800,11004,103,98,9,17,32
68,Santander,68502,Onzaga,5367,4913,4433,4183,4111,6,6,0,0,1
68,Santander,68522,Palmar,1346,1346,1343,1361,1386,13,2,1,0,3
68,Santander,68524,Palmas del Socorro,2497,2496,2495,2535,2584,10,15,2,0,6
68,Santander,68533,Páramo,4144,4344,4517,4654,4773,16,14,1,5,17
68,Santander,68547,Piedecuesta,140252,150819,162014,170625,177586,604,361,182,263,949
68,Santander,68549,Pinchote,4475,4783,5007,5162,5285,10,18,3,1,7
68,Santander,68572,Puente Nacional,14619,14599,14575,14654,14740,2,149,21,1,9
68,Santander,68573,Puerto Parra,6753,7099,7403,7640,7846,3,0,3,3,38
68,Santander,68575,Puerto Wilches,32006,32118,32276,32791,33572,46,22,4,12,49
68,Santander,68615,Rionegro,26257,26230,26210,26438,26746,85,40,40,65,119
68,Santander,68655,Sabana de Torres,30692,31681,32365,33055,33887,52,80,54,305,84
68,Santander,68669,San Andrés,9802,9396,8927,8683,8613,9,55,3,0,2
68,Santander,68673,San Benito,3379,3123,2967,2950,2957,0,0,2,5,3
68,Santander,68679,San Gil,53715,54452,55013,56037,58032,365,385,60,84,145
68,Santander,68682,San Joaquín,2811,2574,2334,2241,2215,4,0,0,1,1
68,Santander,68684,San José de Miranda,4755,4636,4472,4367,4313,6,11,1,3,6
68,Santander,68686,San Miguel,2803,2731,2599,2531,2494,1,0,0,0,7
68,Santander,68689,San Vicente de Chucurí,32808,32812,32813,33133,33414,139,77,21,56,205
68,Santander,68705,Santa Bárbara,2353,2354,2352,2401,2425,2,1,2,0,1
68,Santander,68720,Santa Helena del Opón,4135,3725,3450,3389,3393,1,62,0,3,16
68,Santander,68745,Simacota,9964,9967,9962,10042,10138,10,5,3,7,26
68,Santander,68755,Socorro,31676,31750,31817,32158,32965,283,179,26,24,506
68,Santander,68770,Suaita,10239,10088,9991,10031,10086,144,79,49,13,105
68,Santander,68773,Sucre,8842,8157,7502,7202,7103,1,3,0,1,1
68,Santander,68780,Suratá,3919,3936,3930,3975,3977,2,1,0,2,7
68,Santander,68820,Tona,7009,7067,7162,7373,7562,1,4,0,0,6
68,Santander,68855,Valle de San José,5809,5864,5939,6084,6222,5,15,3,3,34
68,Santander,68861,Vélez,23723,23881,24013,24356,24843,10,6,1,3,43
68,Santander,68867,Vetas,1932,1989,2044,2114,2142,2,0,0,2,1
68,Santander,68872,Villanueva,7867,7861,7843,7873,7927,20,19,6,112,56
68,Santander,68895,Zapatoca,9780,9633,9507,9466,9507,8,21,11,2,43
70,Sucre,70001,Sincelejo,262578,265643,270421,277773,286635,1392,442,235,365,3693
70,Sucre,70110,Buenavista,9958,10062,10220,10441,10727,33,4,3,0,35
70,Sucre,70124,Caimito,14573,14743,14897,15231,15668,24,1,3,6,46
70,Sucre,70204,Colosó,8264,8334,8434,8623,8670,8,5,2,1,38
70,Sucre,70215,Corozal,64221,64945,65904,67371,69268,54,28,13,19,479
70,Sucre,70221,Coveñas,15194,16565,17503,18250,18892,12,17,5,10,128
70,Sucre,70230,Chalán,4403,4420,4424,4466,4537,38,6,0,0,20
70,Sucre,70233,El Roble,9717,9750,9786,9944,10215,6,0,0,8,67
70,Sucre,70235,Galeras,20213,20830,21380,21982,22673,38,2,0,1,26
70,Sucre,70265,Guaranda,17552,17516,17472,17713,18198,30,20,17,21,30
70,Sucre,70400,La Unión,11859,11962,12103,12349,12701,29,10,0,44,60
70,Sucre,70418,Los Palmitos,21917,22169,22410,22880,23420,45,2,3,8,147
70,Sucre,70429,Majagual,35246,35617,35936,36650,37564,32,6,4,26,28
70,Sucre,70473,Morroa,14107,14339,14679,15061,15495,16,6,3,2,84
70,Sucre,70508,Ovejas,22482,22519,22597,22871,23148,5,8,4,11,152
70,Sucre,70523,Palmito,13116,13407,13721,14114,14635,9,4,1,30,76
70,Sucre,70670,Sampués,43690,44636,45414,46455,47746,309,110,37,48,328
70,Sucre,70678,San Benito Abad,27569,27834,28072,28673,29282,26,18,8,3,79
70,Sucre,70702,San Juan de Betulia,13051,13163,13282,13535,13892,79,7,1,4,80
70,Sucre,70708,San Marcos,55664,56104,56613,57672,59254,407,92,40,52,242
70,Sucre,70713,San Onofre,51168,50713,49875,49633,50423,64,16,6,5,127
70,Sucre,70717,San Pedro,18308,18375,18421,18590,18920,24,8,3,4,115
70,Sucre,70742,San Luis de Sincé,31548,31097,30691,30773,31365,21,10,3,2,184
70,Sucre,70771,Sucre,28270,28597,28890,29552,30253,13,11,2,6,52
70,Sucre,70820,Santiago de Tolú,31983,32198,32459,32922,33553,116,42,20,10,114
70,Sucre,70823,Tolú Viejo,21489,21348,21180,21339,21850,87,15,5,12,244
73,Tolima,73001,Ibagué,512706,517940,524123,529635,536087,5221,2230,606,600,5130
73,Tolima,73024,Alpujarra,5082,4875,4649,4544,4493,5,4,0,1,7
73,Tolima,73026,Alvarado,8810,8741,8691,8697,8710,106,63,43,67,252
73,Tolima,73030,Ambalema,7343,7074,6819,6657,6596,12,36,12,28,18
73,Tolima,73043,Anzoátegui,10222,10233,10189,10217,10110,5,6,4,1,14
73,Tolima,73055,Armero,13318,13211,12968,12696,12335,88,36,46,25,269
73,Tolima,73067,Ataco,19283,19324,19256,19330,19195,15,23,29,25,243
73,Tolima,73124,Cajamarca,18778,18572,18445,18471,18443,18,12,3,0,7
73,Tolima,73148,Carmen de Apicalá,8895,9309,9764,10117,10306,47,50,28,38,61
73,Tolima,73152,Casabianca,6382,6367,6343,6373,6326,1,7,3,9,16
73,Tolima,73168,Chaparral,49744,49981,50098,50367,50565,172,78,53,92,824
73,Tolima,73200,Coello,8271,8256,8212,8248,8286,43,8,13,17,79
73,Tolima,73217,Coyaima,25695,24436,23275,22813,22610,181,94,56,76,158
73,Tolima,73226,Cunday,8734,8757,8716,8745,8518,5,16,7,23,93
73,Tolima,73236,Dolores,8367,8360,8335,8359,8250,5,1,0,0,3
73,Tolima,73268,Espinal,70881,70635,70417,70494,70769,705,230,280,421,1822
73,Tolima,73270,Falan,7913,7885,7783,7693,7494,88,32,3,18,66
73,Tolima,73275,Flandes,28363,28318,28317,28389,28510,75,36,44,172,254
73,Tolima,73283,Fresno,31016,31036,30979,31069,31124,50,41,58,46,238
73,Tolima,73319,Guamo,33890,33417,33013,32940,32826,198,135,139,257,721
73,Tolima,73347,Herveo,8393,7987,7555,7363,7266,0,1,2,0,0
73,Tolima,73349,Honda,26637,25994,25245,24693,24585,86,69,68,53,244
73,Tolima,73352,Icononzo,11722,11819,11814,11887,11891,45,70,5,4,31
73,Tolima,73408,Lérida,18583,18579,18538,18574,18598,252,135,254,244,310
73,Tolima,73411,Líbano,40261,38959,37592,36773,36432,479,895,192,96,190
73,Tolima,73443,San Sebastián de Mariquita,37213,37328,37471,37770,38084,175,244,202,168,718
