State code,State,Municipality code,Municipality,Population 2015,Population 2016,Population 2017,Population 2018,Population 2019,Cases 2015,Cases 2016,Cases 2017,Cases 2018,Cases 2019,Age 0-4 (%),Age 5-14 (%),Age 15-29 (%),Age >30 (%),Afrocolombian Population (%),Indian Population (%),People with Disabilities (%),People who cannot read or write (%),Secondary/Higher Education (%),Employed population (%),Unemployed population (%),People doing housework (%),Retired people (%),Men (%),Women (%),Households without water access (%),Households without internet access (%),Building stratification 1 (%),Building stratification 2 (%),Building stratification 3 (%),Building stratification 4 (%),Building stratification 5 (%),Building stratification 6 (%),Number of hospitals per Km2,Number of houses per Km2
15,Boyacá,15516,Paipa,30685,31990,32927,33535,34177,0,1,0,0,0,6.29,15.75,23.67,54.29,0.14,0.03,7.66,3.44,57.76,36.02,5.31,17.46,3.86,48.19,51.81,3.65,50.66,0.08424652753542262,0.5155999162420605,0.0718922314511063,0.007677811125846304,0.0006979828296223913,0.0,0.009836065573770493,32.34426229508197
15,Boyacá,15518,Pajarito,2450,2421,2389,2390,2400,9,10,1,0,23,6.8,16.02,25.14,52.04,0.26,0.0,7.32,8.4,44.46,41.22,7.11,15.87,0.93,51.62,48.38,19.19,67.56,0.30864197530864196,0.3838383838383838,0.01122334455667789,0.0,0.0,0.001122334455667789,0.0,2.0527950310559007
15,Boyacá,15522,Panqueba,1856,1820,1751,1717,1702,0,0,0,0,0,6.63,16.3,20.07,57.0,0.36,0.06,5.41,10.34,45.38,27.98,3.28,29.87,1.03,49.21,50.79,15.7,50.87,0.40978593272171254,0.12334352701325178,0.0030581039755351682,0.0,0.0,0.0,0.0,12.904761904761905
15,Boyacá,15531,Pauna,8046,7551,7270,7185,7198,28,95,2,0,1,4.8,16.29,19.62,59.29,0.14,0.02,4.55,15.67,35.2,39.61,2.58,23.37,0.76,52.21,47.79,38.62,63.3,0.2548738532110092,0.3555045871559633,0.0037270642201834864,0.0005733944954128441,0.0,0.0,0.003861003861003861,8.907335907335908
15,Boyacá,15533,Paya,2716,2669,2601,2593,2616,2,0,0,1,0,7.71,19.51,28.53,44.25,0.05,0.0,13.29,11.89,35.71,18.92,11.79,32.36,0.05,53.32,46.68,50.89,77.02,0.08071135430916553,0.1600547195622435,0.0027359781121751026,0.004103967168262654,0.0,0.0,0.0022988505747126436,1.3402298850574712
15,Boyacá,15537,Paz de Río,4984,4776,4485,4285,4228,0,0,0,0,0,6.18,14.21,21.62,57.99,0.02,0.0,10.21,5.41,50.16,30.76,3.85,25.23,6.47,49.17,50.83,3.99,40.56,0.09504132231404959,0.3560606060606061,0.01928374655647383,0.0003443526170798898,0.0003443526170798898,0.0,0.008620689655172414,12.0
15,Boyacá,15542,Pesca,8415,7751,7134,6852,6765,0,0,0,0,0,6.62,18.02,21.53,53.83,0.06,0.0,16.37,7.59,40.85,32.1,1.92,27.68,0.8,50.95,49.05,8.43,54.61,0.17978782802903406,0.3559463986599665,0.0033500837520938024,0.0,0.0,0.0,0.0035460992907801418,7.308510638297872
15,Boyacá,15550,Pisba,1799,1783,1763,1763,1779,0,0,0,0,1,8.41,18.65,27.5,45.45,0.06,0.0,10.94,8.53,36.03,27.81,2.47,28.89,0.13,53.35,46.65,35.17,58.7,0.25406758448060074,0.016270337922403004,0.0,0.0,0.0,0.0,0.0021321961620469083,1.0618336886993602
15,Boyacá,15572,Puerto Boyacá,46696,46662,46632,46736,47600,233,79,9,54,377,7.61,17.71,24.66,50.02,3.7,0.6,7.23,7.98,48.34,35.09,8.87,16.45,0.94,49.63,50.37,8.68,52.61,0.28796743831086236,0.36072246247774103,0.07448486390231493,0.001170185703383363,5.0877639277537524e-05,0.0,0.006793478260869565,10.029211956521738
15,Boyacá,15580,Quípama,5076,5002,4917,4889,4939,16,62,1,1,0,5.22,15.57,21.08,58.13,0.14,0.02,1.98,12.52,38.96,16.26,10.52,40.58,0.07,54.7,45.3,55.24,78.81,0.4339990258158792,0.23721383341451535,0.000974184120798831,0.0,0.0,0.0,0.005494505494505495,9.087912087912088
15,Boyacá,15599,Ramiriquí,9686,9795,9828,9887,9988,0,0,0,0,1,6.38,17.28,24.1,52.24,0.21,0.01,10.01,7.11,46.38,36.25,3.67,19.24,1.41,49.5,50.5,11.41,48.84,0.09942760228959084,0.40958236167055334,0.04791180835276659,0.005087979648081407,0.0006359974560101759,0.00042399830400678397,0.007194244604316547,19.467625899280577
15,Boyacá,15600,Ráquira,9315,8597,8097,7877,7958,0,0,0,0,0,5.84,16.48,24.86,52.82,0.12,0.22,4.79,9.63,41.71,48.43,2.04,14.93,0.4,52.78,47.22,15.23,47.98,0.29785920131741456,0.18690819267188144,0.004116920543433511,0.0002058460271716756,0.0,0.0,0.004329004329004329,10.627705627705629
15,Boyacá,15621,Rondón,2762,2627,2483,2407,2384,1,0,0,0,0,5.78,15.56,19.19,59.46,0.49,0.0,9.24,8.61,38.25,23.99,2.06,40.81,0.36,51.17,48.83,27.76,51.29,0.23161764705882354,0.27389705882352944,0.004901960784313725,0.0,0.0,0.0,0.00398406374501992,3.50597609561753
15,Boyacá,15632,Saboyá,12719,13072,13326,13588,13728,0,0,0,0,0,6.81,16.67,23.37,53.16,0.13,0.01,7.48,7.73,41.88,32.95,1.58,28.14,1.16,48.96,51.04,19.74,53.32,0.12464636378765186,0.4145448493925778,0.0038275919454152105,0.00016641704110500916,0.00016641704110500916,0.0,0.0040650406504065045,13.532520325203253
15,Boyacá,15638,Sáchica,4771,5069,5298,5452,5578,0,0,0,0,0,7.86,17.75,27.83,46.57,0.27,0.02,6.45,5.45,46.26,50.43,2.2,11.47,1.1,50.94,49.06,6.2,64.85,0.4365,0.23,0.013,0.0005,0.0,0.0,0.016129032258064516,23.403225806451612
15,Boyacá,15646,Samacá,18432,18355,18232,18298,18588,0,0,0,0,0,7.62,19.21,26.62,46.55,0.14,0.16,4.19,5.4,44.51,39.98,1.77,18.44,1.35,50.34,49.66,8.69,67.19,0.23875641412616963,0.4360096589194084,0.05146392997283429,0.00045276184726833685,0.00030184123151222455,0.0,0.00625,30.44375
15,Boyacá,15660,San Eduardo,1782,1759,1732,1701,1676,1,1,0,0,0,5.15,13.99,22.07,58.78,0.0,0.0,23.92,8.21,40.97,28.44,3.56,31.17,0.7,51.84,48.16,20.68,77.76,0.19971671388101983,0.5736543909348442,0.007082152974504249,0.0,0.0,0.0,0.009433962264150943,5.5
15,Boyacá,15664,San José de Pare,5266,5166,5035,4988,4989,0,22,5,1,1,5.47,14.56,17.82,62.15,0.02,0.0,7.6,12.32,32.25,34.84,5.41,25.25,1.12,52.38,47.62,42.21,75.12,0.24504249291784702,0.5,0.007082152974504249,0.0,0.0,0.0,0.0136986301369863,22.438356164383563
15,Boyacá,15667,San Luis de Gaceno,5921,5694,5557,5499,5476,8,21,1,0,152,5.91,16.72,21.27,56.1,0.09,0.09,3.27,8.99,41.73,43.31,2.02,19.58,0.68,51.04,48.96,32.08,65.85,0.5215992647058824,0.1171875,0.07306985294117647,0.0009191176470588235,0.0,0.0,0.002183406113537118,3.591703056768559
15,Boyacá,15673,San Mateo,4255,3945,3583,3332,3204,3,1,1,0,11,6.38,14.06,19.72,59.84,0.18,0.0,15.51,8.41,37.44,23.31,2.42,36.5,0.79,49.86,50.14,16.62,56.72,0.4554812146165723,0.11116829644879053,0.003602676273803397,0.000514668039114771,0.0,0.0,0.0,8.748091603053435
15,Boyacá,15676,San Miguel de Sema,3168,3112,3045,3009,3006,0,0,0,0,0,6.34,17.75,19.23,56.67,0.24,0.0,15.79,5.45,40.61,35.44,1.28,25.06,3.34,51.02,48.98,30.18,66.52,0.30176211453744495,0.3458149779735683,0.015418502202643172,0.0014684287812041115,0.0014684287812041115,0.0,0.011111111111111112,10.577777777777778
15,Boyacá,15681,San Pablo de Borbur,6977,6831,6665,6608,6664,17,11,1,1,1,6.23,17.85,21.65,54.27,0.14,0.02,5.67,10.12,38.19,23.67,13.84,21.42,0.14,54.31,45.69,56.3,78.23,0.5756551141166526,0.14581572273879967,0.001267962806424345,0.0,0.0,0.0,0.0051813471502590676,9.932642487046632
15,Boyacá,15686,Santana,7605,7570,7549,7565,7643,38,218,55,0,8,6.72,16.26,22.94,54.07,0.06,0.01,7.54,9.98,42.34,35.56,6.15,23.51,0.57,51.73,48.27,21.22,73.18,0.3344120819848975,0.4124415677813736,0.005753326141675656,0.000719165767709457,0.0003595828838547285,0.0,0.014925373134328358,32.64179104477612
15,Boyacá,15690,Santa María,4284,4003,3730,3559,3518,4,11,0,4,4,5.85,15.18,21.39,57.57,1.22,0.0,15.83,8.2,44.1,35.99,8.43,19.94,1.0,51.53,48.47,27.7,65.36,0.26941580756013744,0.436426116838488,0.048109965635738834,0.0006872852233676976,0.0,0.0,0.0,3.5061349693251533
15,Boyacá,15693,Santa Rosa de Viterbo,12571,12744,12904,13066,13205,0,0,0,0,0,5.02,14.11,26.09,54.77,0.71,0.07,4.34,4.04,55.12,31.41,5.52,18.83,2.75,52.32,47.68,5.47,61.99,0.1197128443927047,0.4831199068684517,0.15424912689173456,0.0009701202949165697,0.0005820721769499418,0.0,0.0,37.35514018691589
15,Boyacá,15696,Santa Sofía,3194,3207,3177,3179,3195,0,0,0,0,0,6.52,15.17,20.55,57.76,0.34,0.24,10.88,8.92,41.5,41.47,1.12,22.58,0.98,50.32,49.68,7.6,43.24,0.07263922518159806,0.3501210653753027,0.018886198547215495,0.0,0.0,0.0,0.01282051282051282,12.051282051282051
15,Boyacá,15720,Sativanorte,2547,2436,2322,2221,2177,0,0,0,0,0,4.59,13.43,17.87,64.12,0.0,0.05,14.81,8.79,36.13,13.38,3.7,48.86,0.94,50.74,49.26,10.66,41.62,0.2707275803722504,0.1505922165820643,0.0005640157924421884,0.0,0.0,0.0,0.0,4.255434782608695
15,Boyacá,15723,Sativasur,1131,1113,1092,1097,1100,0,0,0,0,0,5.63,15.36,20.8,58.21,0.0,0.0,18.8,4.77,48.95,24.05,2.0,36.45,0.95,47.14,52.86,10.06,63.24,0.19507186858316222,0.4722792607802875,0.004106776180698152,0.0,0.0,0.0,0.0,4.185185185185185
15,Boyacá,15740,Siachoque,7061,6927,6792,6729,6747,0,0,0,0,0,8.03,19.96,23.88,48.13,0.12,0.0,13.66,8.3,37.24,29.21,5.08,25.87,0.18,51.72,48.28,10.88,62.87,0.28773584905660377,0.3386118598382749,0.0010107816711590297,0.0,0.0,0.0,0.008,15.176
15,Boyacá,15753,Soatá,9207,9177,9127,9066,8908,78,425,7,3,16,5.84,13.47,20.6,60.08,0.18,0.04,11.45,5.53,57.0,34.0,5.42,20.91,4.35,47.58,52.42,5.84,58.67,0.3476027397260274,0.3146404109589041,0.013912671232876712,0.0006421232876712328,0.0,0.0,0.007352941176470588,23.625
15,Boyacá,15755,Socotá,8808,8117,7542,7298,7231,0,0,0,0,1,7.35,18.21,22.18,52.26,0.11,0.0,15.45,10.7,32.16,24.23,2.12,34.43,0.31,52.84,47.16,27.23,54.36,0.15438421184111917,0.3497376967274544,0.0027479390457157134,0.0,0.0,0.0,0.0016666666666666668,3.703333333333333
15,Boyacá,15757,Socha,7808,7857,7884,7938,8018,0,0,0,0,0,6.82,18.19,23.35,51.64,0.12,0.12,4.65,5.33,50.31,33.25,2.86,24.24,1.82,49.65,50.35,5.38,62.18,0.0847547974413646,0.5437100213219617,0.014392324093816631,0.0007995735607675906,0.0,0.0,0.003787878787878788,9.325757575757576
15,Boyacá,15759,Sogamoso,125719,126087,126653,127235,129346,1,0,0,0,3,6.14,14.79,24.38,54.69,0.19,0.04,6.36,2.95,63.6,38.14,5.85,14.38,4.67,47.48,52.52,1.79,49.81,0.09610142892541505,0.5872842157429586,0.12887172710002479,0.023602048401751053,0.002168167176013876,0.00016519368960105725,0.20673076923076922,197.23557692307693
15,Boyacá,15761,Somondoco,3011,2986,2924,2910,2887,0,0,0,0,0,3.28,11.32,15.9,69.5,0.04,0.0,30.29,9.51,35.84,30.16,2.31,31.01,1.64,48.97,51.03,25.57,63.36,0.13758389261744966,0.5046979865771812,0.014093959731543624,0.0,0.0006711409395973154,0.0,0.017241379310344827,17.396551724137932
15,Boyacá,15762,Sora,2912,2950,2977,3019,3050,0,0,0,0,0,7.04,16.32,24.94,51.7,0.04,0.0,4.95,7.15,36.35,16.4,15.39,25.52,0.19,51.55,48.45,13.54,68.4,0.37223168654173766,0.31686541737649065,0.005110732538330494,0.0,0.0,0.0,0.02127659574468085,17.76595744680851
15,Boyacá,15763,Sotaquirá,8078,8086,8067,8162,8237,0,0,0,0,0,7.03,17.84,22.77,52.36,0.03,0.0,7.56,5.08,39.93,33.71,3.37,25.81,1.21,51.1,48.9,5.55,58.3,0.20961347869177405,0.35455896927651137,0.004707631318136769,0.0,0.0,0.0,0.003472222222222222,8.413194444444445
15,Boyacá,15764,Soracá,6106,6045,5969,5954,6015,0,0,0,0,0,7.25,19.33,24.05,49.37,0.1,0.05,11.45,7.96,38.53,33.52,2.57,24.36,0.25,49.81,50.19,12.35,66.02,0.1048487360132615,0.5615416493990882,0.008288437629506838,0.0,0.0,0.0,0.017543859649122806,29.280701754385966
15,Boyacá,15774,Susacón,2945,2844,2746,2717,2704,0,0,0,0,0,4.31,13.11,20.7,61.88,0.0,0.0,15.42,8.61,40.94,28.02,1.06,42.43,1.06,51.74,48.26,15.12,49.83,0.29671574178935445,0.20215175537938845,0.0011325028312570782,0.0,0.0,0.0,0.0051813471502590676,4.787564766839378
15,Boyacá,15776,Sutamarchán,6107,6095,6074,6092,6164,0,0,0,0,0,6.2,16.11,23.27,54.42,0.14,0.09,9.56,6.62,44.01,39.2,2.59,20.31,1.88,50.1,49.9,28.4,59.65,0.09533267130089375,0.4961933134723601,0.0165508109897385,0.0,0.0,0.0,0.00980392156862745,18.784313725490197
15,Boyacá,15778,Sutatenza,4449,4371,4275,4233,4224,0,0,0,0,0,4.88,12.74,19.11,63.27,0.0,0.03,16.0,10.6,40.07,26.45,4.26,35.16,2.09,48.84,51.16,34.22,55.94,0.38570752484619025,0.16138192143871274,0.003312825366777094,0.0,0.0,0.0,0.0,30.341463414634145
15,Boyacá,15790,Tasco,6234,6087,5926,5882,5823,0,0,0,0,0,6.19,17.11,21.48,55.22,0.08,0.02,7.92,5.88,42.27,25.79,2.83,26.89,1.24,50.25,49.75,3.07,51.37,0.23180076628352492,0.29565772669220947,0.0006385696040868455,0.00031928480204342275,0.0006385696040868455,0.00031928480204342275,0.005988023952095809,10.10179640718563
15,Boyacá,15798,Tenza,4162,4045,3919,3851,3828,0,0,0,0,0,4.07,13.06,17.28,65.59,1.13,0.14,17.08,8.09,37.36,33.11,2.31,29.64,2.37,49.26,50.74,25.33,42.24,0.20047732696897375,0.24821002386634844,0.0034094783498124785,0.0,0.00034094783498124785,0.0,0.0,26.627450980392158
15,Boyacá,15804,Tibaná,9213,9145,9049,9051,9085,0,0,0,0,0,6.18,15.52,19.31,59.0,0.08,0.03,15.91,10.23,32.5,27.98,1.95,34.86,0.99,49.49,50.51,12.36,54.47,0.26935749588138386,0.2656507413509061,0.0043245469522240525,0.00041186161449752884,0.0,0.0,0.008264462809917356,22.793388429752067
15,Boyacá,15806,Tibasosa,12262,12448,12678,12940,13196,0,0,0,0,0,6.18,14.93,24.45,54.44,0.15,0.04,7.0,3.98,55.86,36.63,5.33,18.05,4.13,49.16,50.84,3.32,60.03,0.15076984603079385,0.46610677864427114,0.07918416316736653,0.006798640271945611,0.0007998400319936012,0.0,0.010638297872340425,37.755319148936174
15,Boyacá,15808,Tinjacá,3068,3138,3196,3266,3313,0,0,0,0,0,5.93,16.31,21.23,56.54,0.35,0.03,14.95,7.08,47.54,33.29,1.64,22.59,2.65,49.95,50.05,27.63,55.31,0.2361275088547816,0.320543093270366,0.010035419126328217,0.0,0.0,0.0,0.012658227848101266,12.784810126582279
15,Boyacá,15810,Tipacoque,3571,3475,3375,3323,3299,0,21,1,0,13,5.39,16.11,21.34,57.17,0.06,0.0,9.48,9.83,41.47,30.66,4.25,30.72,0.38,51.14,48.86,47.06,66.83,0.27436074637180374,0.35590877677954386,0.0027643400138217,0.0,0.0,0.0,0.013888888888888888,13.875
15,Boyacá,15814,Toca,9018,8928,8802,8767,8831,0,0,0,0,0,8.22,17.84,24.45,49.49,0.14,0.0,7.13,4.75,42.84,35.96,4.67,21.22,0.77,50.71,49.29,6.86,66.73,0.21978891820580476,0.45224274406332454,0.017150395778364115,0.0002638522427440633,0.0,0.0002638522427440633,0.006060606060606061,16.181818181818183
15,Boyacá,15816,Togüí,4569,4479,4376,4335,4330,4,19,4,0,6,7.05,17.5,19.22,56.23,0.24,0.02,14.91,9.9,32.6,34.14,0.71,28.74,0.45,51.89,48.11,21.91,66.39,0.24948453608247423,0.4020618556701031,0.004639175257731959,0.0,0.0,0.0,0.00847457627118644,11.313559322033898
15,Boyacá,15820,Tópaga,3419,3499,3560,3617,3660,0,0,0,0,0,6.85,17.05,25.26,50.84,0.08,0.0,20.93,5.86,49.16,31.86,3.71,20.9,2.29,48.23,51.77,19.02,66.67,0.1497584541062802,0.5277777777777778,0.006642512077294686,0.0,0.0,0.0,0.02702702702702703,31.45945945945946
15,Boyacá,15822,Tota,5401,5315,5198,5179,5206,0,0,0,0,0,7.42,20.24,21.79,50.55,0.02,0.0,5.34,9.91,29.93,28.21,4.68,30.75,0.09,50.66,49.34,7.79,47.26,0.3546412784767086,0.09486569194151649,0.0006800408024481469,0.0,0.0,0.0,0.0031847133757961785,4.550955414012739
15,Boyacá,15832,Tununguá,1523,1534,1529,1540,1559,0,9,0,0,0,7.73,16.51,21.43,54.33,0.07,0.2,20.9,8.78,37.42,34.67,2.62,25.62,0.26,54.33,45.67,21.19,76.57,0.2504012841091493,0.43820224719101125,0.0016051364365971107,0.0,0.0,0.0016051364365971107,0.0136986301369863,6.780821917808219
15,Boyacá,15835,Turmequé,6381,6251,6152,6118,6131,0,0,0,0,0,5.45,16.53,18.2,59.82,0.05,0.02,19.54,7.87,38.41,26.88,3.86,31.4,1.38,49.49,50.51,6.13,63.82,0.05159279778393352,0.6076869806094183,0.009002770083102494,0.0,0.0,0.0,0.009433962264150943,18.77358490566038
15,Boyacá,15837,Tuta,8526,8407,8285,8266,8369,0,0,0,0,0,7.15,16.62,23.14,53.09,0.13,0.07,7.32,4.81,47.84,29.56,4.45,24.36,1.82,48.7,51.3,5.85,60.66,0.30649006622516556,0.33695364238410597,0.005827814569536424,0.00026490066225165563,0.00026490066225165563,0.0,0.006060606060606061,15.181818181818182
15,Boyacá,15839,Tutazá,2135,2096,2061,2040,2037,0,0,0,0,0,6.35,15.72,23.36,54.57,0.22,0.0,5.52,6.19,39.74,25.53,0.89,37.9,0.67,48.49,51.51,14.62,53.3,0.12358490566037736,0.39245283018867927,0.002830188679245283,0.0,0.0009433962264150943,0.0,0.007407407407407408,4.340740740740741
15,Boyacá,15842,Úmbita,7933,7778,7613,7530,7534,0,0,0,0,0,6.11,15.96,20.45,57.48,0.1,0.03,11.92,7.97,34.35,28.34,3.68,28.96,0.41,51.56,48.44,13.08,60.75,0.1920021186440678,0.4213453389830508,0.005561440677966102,0.0013241525423728813,0.0007944915254237289,0.00026483050847457627,0.006329113924050633,15.044303797468354
15,Boyacá,15861,Ventaquemada,14564,15021,15364,15706,15920,0,0,0,0,0,7.04,17.52,23.96,51.48,0.06,0.0,11.84,6.24,41.63,40.35,3.12,18.85,0.51,49.61,50.39,4.69,68.09,0.18113745765733644,0.5189873417721519,0.004991977179532894,0.0,0.00017828489926903192,0.00017828489926903192,0.006289308176100629,25.264150943396228
15,Boyacá,15879,Viracachá,3121,2997,2881,2837,2817,0,0,0,0,0,5.03,15.34,21.22,58.4,0.08,0.0,13.63,7.75,34.59,23.39,3.95,41.17,0.23,51.82,48.18,6.01,42.71,0.31313131313131315,0.10774410774410774,0.002405002405002405,0.0,0.0,0.0,0.015625,14.0
15,Boyacá,15897,Zetaquira,4838,4758,4663,4629,4621,0,2,0,0,0,5.74,16.9,20.39,56.96,0.19,0.02,14.39,12.37,38.46,18.09,4.09,40.5,0.63,50.69,49.31,22.84,58.32,0.18880261544748672,0.3498161013485901,0.004495300367797303,0.0,0.0,0.0,0.004424778761061947,6.539823008849558
17,Caldas,17001,Manizales,422715,425277,428373,434403,440608,153,18,11,2,13,4.73,11.37,24.53,59.37,1.23,1.02,8.83,3.5,66.74,41.1,4.43,15.11,7.16,47.22,52.78,3.15,28.46,0.12672821237687176,0.2132603030169177,0.30536432073602443,0.09908943479330865,0.03452323108668354,0.05533434717585961,0.2626970227670753,235.83887915936953
17,Caldas,17013,Aguadas,22715,22753,22710,22823,22907,28,3,6,0,0,5.69,14.23,21.86,58.23,0.24,0.31,11.8,8.07,40.91,42.22,1.29,22.99,1.52,49.98,50.02,16.8,67.17,0.19190630797773656,0.5350185528756958,0.0525278293135436,0.002898886827458256,0.00023191094619666049,0.0,0.002074688796680498,14.176348547717842
17,Caldas,17042,Anserma,34674,35108,35522,36149,36405,20,40,1,0,4,5.3,13.98,22.55,58.17,0.89,2.9,11.51,6.95,46.34,39.34,2.49,22.95,2.47,49.8,50.2,20.92,62.12,0.20795725323128023,0.3388692324355549,0.19979781933713625,0.00765398223698462,0.001083110693912918,0.0003610368979709726,0.02912621359223301,51.50970873786408
17,Caldas,17050,Aranzazu,12011,11231,10688,10557,10533,0,1,0,0,1,6.29,14.74,20.92,58.06,0.09,0.02,8.75,7.65,42.39,37.68,1.39,26.54,1.41,47.49,52.51,9.65,64.76,0.2743638982237158,0.41814690350456074,0.1044167066730677,0.0019203072491598655,0.00048007681228996637,0.00048007681228996637,0.006622516556291391,22.178807947019866
17,Caldas,17088,Belalcázar,10661,10671,10638,10660,10634,9,7,0,0,1,6.96,16.03,23.27,53.75,0.37,10.99,11.84,10.64,39.68,38.96,1.67,24.0,1.03,50.88,49.12,22.4,70.6,0.3337609030271934,0.3170856849666496,0.08286300667008722,0.002052334530528476,0.000513083632632119,0.0002565418163160595,0.008771929824561403,26.017543859649123
17,Caldas,17174,Chinchiná,51725,51509,51199,51271,51773,60,168,19,3,14,5.15,13.59,23.95,57.31,0.31,0.17,6.16,5.98,54.98,39.0,4.0,20.21,4.36,48.01,51.99,3.3,52.77,0.13869594443199643,0.43138023750840243,0.18496526999775936,0.0773582791844051,0.007282097244006274,0.0012883710508626485,0.03571428571428571,138.69642857142858
17,Caldas,17272,Filadelfia,11519,11523,11445,11451,11399,1,37,0,0,0,5.06,13.86,20.75,60.33,0.49,2.04,9.45,8.81,40.12,36.5,5.02,24.23,1.75,50.33,49.67,16.55,68.85,0.20740223463687152,0.45554003724394787,0.09753258845437617,0.0011638733705772813,0.0,0.00023277467411545624,0.005235602094240838,17.356020942408378
17,Caldas,17380,La Dorada,69627,70265,70926,71905,72972,192,53,16,18,297,6.5,16.05,23.46,53.99,1.73,0.63,4.38,6.8,53.95,38.26,6.13,16.19,2.27,48.52,51.48,4.61,55.5,0.24150583918427831,0.3646402991920404,0.14949017394065553,0.008926366298556964,0.002116924813887027,0.0004586670430088558,0.054,45.372
17,Caldas,17388,La Merced,6369,6236,6069,6003,5916,1,3,0,0,1,5.09,12.88,21.07,60.96,0.15,0.3,11.04,10.16,43.29,39.68,2.25,26.27,1.82,51.02,48.98,16.58,63.61,0.2936247723132969,0.2910746812386157,0.07540983606557378,0.003278688524590164,0.00036429872495446266,0.0036429872495446266,0.0027472527472527475,5.096153846153846
17,Caldas,17433,Manzanares,19184,18640,18110,17928,17805,0,0,0,0,2,6.19,14.77,22.3,56.75,0.4,0.5,16.27,7.95,42.63,38.14,2.36,23.74,1.39,50.67,49.33,26.65,62.6,0.3279791323448655,0.3725974739154311,0.06109280615046678,0.0060406370126304225,0.0013728720483250961,0.0006864360241625481,0.004098360655737705,23.40573770491803
17,Caldas,17442,Marmato,8439,8536,8640,8888,9035,253,56,11,5,10,7.17,16.21,28.04,48.59,11.15,24.83,8.9,7.14,47.27,35.23,7.31,22.88,0.66,51.13,48.87,22.3,69.68,0.4689127105666156,0.28300153139356815,0.007350689127105666,0.003675344563552833,0.00030627871362940275,0.0,0.024390243902439025,63.170731707317074
17,Caldas,17444,Marquetalia,13214,13235,13204,13245,13368,14,28,7,1,14,6.41,15.75,21.56,56.27,0.15,0.04,12.42,9.06,38.57,36.25,2.15,24.2,0.61,50.74,49.26,29.44,74.3,0.41460587326120557,0.3419629057187017,0.06491499227202473,0.00019319938176197836,0.0,0.0,0.006134969325153374,26.57668711656442
17,Caldas,17446,Marulanda,2798,2700,2619,2607,2565,0,0,0,0,1,6.34,14.42,22.3,56.94,0.29,0.0,12.54,7.93,35.08,41.42,1.44,24.41,0.96,52.91,47.09,20.05,58.98,0.28076572470373745,0.2780309936189608,0.07110300820419325,0.018231540565177756,0.011850501367365542,0.0,0.002398081534772182,1.7697841726618706
17,Caldas,17486,Neira,22803,21642,21079,21024,21040,1,1,1,0,3,5.7,14.8,22.62,56.88,0.38,0.49,7.23,7.87,44.91,37.72,3.61,22.23,3.23,50.23,49.77,9.96,62.18,0.19564964522507852,0.3115040130278004,0.22112364778411073,0.0011631964638827497,0.0008142375247179248,0.00046527858555309994,0.005714285714285714,18.242857142857144
17,Caldas,17495,Norcasia,5945,5969,5979,6022,6075,174,3,0,4,52,6.54,18.26,25.18,50.03,0.42,0.13,12.56,9.92,46.34,30.14,7.58,22.19,0.92,49.84,50.16,16.73,66.3,0.3933088535291718,0.3443492452060384,0.031415748674010605,0.0016319869441044472,0.0024479804161566705,0.0,0.004484304932735426,8.730941704035875
17,Caldas,17513,Pácora,15275,15306,15266,15325,15296,2,0,0,0,0,4.66,12.74,21.08,61.52,0.2,0.49,6.55,9.89,41.37,38.47,1.88,26.8,2.27,50.53,49.47,13.21,67.04,0.13331024930747923,0.6007617728531855,0.04882271468144044,0.0025969529085872575,0.00017313019390581717,0.00017313019390581717,0.0037735849056603774,17.350943396226416
17,Caldas,17524,Palestina,15684,15663,15543,15555,15598,49,27,6,2,8,5.86,14.42,23.62,56.09,0.94,0.69,5.86,9.04,46.1,40.83,2.48,20.93,3.0,50.6,49.4,8.07,54.59,0.26152520465316675,0.29455694384604336,0.036765761884245296,0.01622863708171765,0.01034037052994399,0.015941404566996983,0.0,38.38793103448276
17,Caldas,17541,Pensilvania,21449,20474,19982,19908,19781,25,5,0,1,0,5.9,15.58,21.95,56.56,0.58,0.61,10.18,8.68,38.69,38.96,1.56,22.73,1.55,50.66,49.34,23.55,56.0,0.15105438401775806,0.45915649278579357,0.046503884572697,0.0008879023307436182,0.0003329633740288568,0.00011098779134295228,0.001949317738791423,11.719298245614034
17,Caldas,17614,Riosucio,43075,45787,48526,50775,51371,24,98,1,0,3,5.93,14.26,23.87,55.94,0.51,75.36,11.12,5.56,48.16,39.27,2.63,22.66,2.01,49.25,50.75,16.61,67.73,0.5442709867452136,0.13926362297496317,0.1325478645066274,0.0018851251840942562,0.00023564064801178202,0.00017673048600883653,0.011655011655011656,33.32634032634033
17,Caldas,17616,Risaralda,10873,10865,10796,10815,10640,7,48,5,2,1,5.37,14.72,22.86,57.06,0.43,2.83,8.97,10.13,40.06,42.46,1.31,23.98,1.21,52.57,47.43,35.59,80.45,0.41349054017000275,0.39128050452426655,0.03591993419248698,0.0019193857965451055,0.00027419797093501506,0.0010967918837400603,0.009259259259259259,29.824074074074073
17,Caldas,17653,Salamina,20297,19931,19551,19467,19387,3,13,2,0,0,4.85,13.29,20.44,61.42,1.12,0.54,10.2,8.37,47.62,37.96,3.11,24.32,2.71,50.31,49.69,12.52,57.74,0.20702267739575714,0.386613021214338,0.09070958302852963,0.005486466715435259,0.001950743721043648,0.000487685930260912,0.0024813895781637717,14.364764267990074
